Player,PlayerID,Age,TeamID,GP,PTS,REB,AST,STL,BLK,TOV,PF,OffREB,DefREB,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,2P,2PA,2P%,PTS_GP,REB_GP,AST_GP,STL_GP,BLK_GP,MP_GP
JT Thor,thorjt01,22,CLE,2,14,2,0,2,2,2,2,0,2,14,5,5,100,2,2,100,2,2,100,3,3,100,7,1,0,1,1,7
Caleb Houstan,houstca01,22,ORL,14,13,7,0,0,2,1,6,1,6,66,4,20,20,3,17,17.6,2,2,100,1,3,33.3,0.928571429,0.5,0,0,0.142857143,4.714285714
Richaun Holmes,holmeri01,31,WAS,3,12,5,0,0,2,2,1,2,3,20,5,10,50,0,1,0,2,2,100,5,9,55.6,4,1.666666667,0,0,0.666666667,6.666666667
Ariel Hukporti,hukpoar01,22,NYK,9,12,17,4,0,8,8,14,3,14,80,5,10,50,0,0,0,2,4,50,5,10,50,1.333333333,1.888888889,0.444444444,0,0.888888889,8.888888889
Colby Jones,jonesco02,22,SAC,13,12,9,3,2,2,4,5,3,6,54,5,14,35.7,2,5,40,0,0,0,3,9,33.3,0.923076923,0.692307692,0.230769231,0.153846154,0.153846154,4.153846154
Matt Ryan,ryanma01,27,NYK,7,11,1,0,0,0,3,0,0,1,40,4,15,26.7,3,12,25,0,0,0,1,3,33.3,1.571428571,0.142857143,0,0,0,5.714285714
Day'Ron Sharpe,sharpda01,23,BRK,2,11,8,3,2,1,1,3,3,5,33,3,8,37.5,1,2,50,4,4,100,2,6,33.3,5.5,4,1.5,1,0.5,16.5
Yuki Kawamura,kawamyu01,23,MEM,12,10,2,7,0,0,4,4,0,2,34,3,13,23.1,1,9,11.1,3,4,75,2,4,50,0.833333333,0.166666667,0.583333333,0,0,2.833333333
Pat Spencer,spencpa01,28,GSW,5,10,5,7,1,0,2,3,3,2,28,4,9,44.4,0,0,0,2,2,100,4,9,44.4,2,1,1.4,0.2,0,5.6
Armel Traore,armeltr01,22,LAL,6,10,12,0,4,2,2,6,1,11,50,4,13,30.8,0,5,0,2,7,28.6,4,8,50,1.666666667,2,0,0.666666667,0.333333333,8.333333333
Vlatko Cancar,cancavl01,27,DEN,4,9,8,0,0,1,2,4,3,5,34,4,7,57.1,1,2,50,0,0,0,3,5,60,2.25,2,0,0,0.25,8.5
Trentyn Flowers,flowetr01,19,LAC,1,9,4,0,0,0,1,3,1,3,14,4,9,44.4,0,2,0,1,1,100,4,7,57.1,9,4,0,0,0,14
Lester Quinones,quinole01,24,PHI,4,9,4,1,0,0,4,0,3,1,17,4,8,50,0,3,0,1,1,100,4,5,80,2.25,1,0.25,0,0,4.25
Terrence Shannon Jr.,shannte01,24,MIN,6,9,1,4,2,1,3,0,0,1,28,4,8,50,1,3,33.3,0,0,0,3,5,60,1.5,0.166666667,0.666666667,0.333333333,0.166666667,4.666666667
Jazian Gortman,gortmja01,21,DAL,5,8,1,0,0,1,1,2,1,0,13,3,5,60,2,3,66.7,0,0,0,1,2,50,1.6,0.2,0,0,0.2,2.6
Jack McVeigh,mcveija01,28,HOU,6,8,4,1,0,1,1,1,1,3,21,3,11,27.3,2,8,25,0,0,0,1,3,33.3,1.333333333,0.666666667,0.166666667,0,0.166666667,3.5
Luke Travers,travelu01,23,CLE,5,8,6,5,1,1,2,3,1,5,40,3,7,42.9,0,3,0,2,2,100,3,4,75,1.6,1.2,1,0.2,0.2,8
TyTy Washington Jr.,washity02,23,PHO,3,8,1,4,2,0,1,0,0,1,27,3,6,50,2,3,66.7,0,0,0,1,3,33.3,2.666666667,0.333333333,1.333333333,0.666666667,0,9
Trey Alexander,alexatr01,21,DEN,8,7,1,2,0,1,1,3,0,1,41,2,10,20,1,6,16.7,2,2,100,1,4,25,0.875,0.125,0.25,0,0.125,5.125
PJ Dozier,doziepj01,28,MIN,6,7,5,5,1,0,1,3,1,4,28,2,3,66.7,2,3,66.7,1,6,16.7,0,0,0,1.166666667,0.833333333,0.833333333,0.166666667,0,4.666666667
AJ Johnson,johnsaj01,20,MIL,5,7,2,1,0,0,2,0,0,2,11,3,6,50,1,1,100,0,0,0,2,5,40,1.4,0.4,0.2,0,0,2.2
Orlando Robinson,robinor01,24,SAC,3,7,6,1,1,0,3,4,2,4,22,2,2,100,1,1,100,2,4,50,1,1,100,2.333333333,2,0.333333333,0.333333333,0,7.333333333
Jeenathan Williams,willije02,25,HOU,3,7,3,0,1,0,0,0,0,3,10,3,4,75,1,2,50,0,0,0,2,2,100,2.333333333,1,0,0.333333333,0,3.333333333
Taze Moore,mooreta02,26,POR,2,6,8,1,2,0,2,0,4,4,20,2,10,20,1,4,25,1,2,50,1,6,16.7,3,4,0.5,1,0,10
Adama Sanogo,sanogad01,22,CHI,3,6,2,1,0,0,1,1,2,0,14,3,5,60,0,0,0,0,0,0,3,5,60,2,0.666666667,0.333333333,0,0,4.666666667
Gui Santos,santogu01,22,GSW,6,6,6,2,0,0,2,3,1,5,22,2,5,40,1,3,33.3,1,2,50,1,2,50,1,1,0.333333333,0,0,3.666666667
Jaden Springer,sprinja01,22,BOS,7,6,6,3,3,0,1,3,3,3,24,2,7,28.6,0,2,0,2,4,50,2,5,40,0.857142857,0.857142857,0.428571429,0.428571429,0,3.428571429
Brandon Williams,willibr03,25,DAL,5,6,4,2,0,0,2,2,1,3,21,2,9,22.2,0,2,0,2,3,66.7,2,7,28.6,1.2,0.8,0.4,0,0,4.2
James Wiseman,wisemja01,23,IND,1,6,1,0,0,0,0,0,0,1,5,2,4,50,0,1,0,2,2,100,2,3,66.7,6,1,0,0,0,5
Cam Christie,chrisca02,19,LAC,1,5,3,0,2,0,1,0,1,2,18,2,7,28.6,1,4,25,0,0,0,1,3,33.3,5,3,0,2,0,18
Sidy Cissoko,cissosi01,20,SAS,8,5,6,5,0,0,1,4,2,4,23,2,5,40,1,2,50,0,2,0,1,3,33.3,0.625,0.75,0.625,0,0,2.875
Liam Robbins,robbili01,25,MIL,5,5,3,0,0,0,0,3,2,1,20,2,3,66.7,0,1,0,1,4,25,2,2,100,1,0.6,0,0,0,4
Garrett Temple,templga01,38,TOR,7,5,4,5,4,1,1,6,1,3,28,2,5,40,1,2,50,0,0,0,1,3,33.3,0.714285714,0.571428571,0.714285714,0.571428571,0.142857143,4
Alondes Williams,willial06,25,DET,1,5,0,1,0,0,0,0,0,0,4,2,2,100,1,1,100,0,0,0,1,1,100,5,0,1,0,0,4
Branden Carlson,carlsbr01,25,OKC,3,4,6,0,1,1,0,1,2,4,11,1,6,16.7,0,4,0,2,2,100,1,2,50,1.333333333,2,0,0.333333333,0.333333333,3.666666667
Colin Castleton,castlco01,24,MEM,6,4,5,0,0,1,0,2,0,5,14,0,1,0,0,1,0,4,4,100,0,0,0,0.666666667,0.833333333,0,0,0.166666667,2.333333333
Justin Edwards,edwarju01,21,PHI,2,4,2,1,0,0,0,0,0,2,9,2,3,66.7,0,1,0,0,1,0,2,2,100,2,1,0.5,0,0,4.5
Jalen Hood-Schifino,hoodsja01,21,LAL,2,4,1,1,0,1,1,3,1,0,14,1,1,100,0,0,0,2,2,100,1,1,100,2,0.5,0.5,0,0.5,7
Bronny James,jamesbr02,20,LAL,6,4,1,2,1,0,0,2,1,0,16,1,6,16.7,0,4,0,2,2,100,1,2,50,0.666666667,0.166666667,0.333333333,0.166666667,0,2.666666667
James Johnson,johnsja01,37,IND,3,4,2,2,0,1,3,0,0,2,10,2,4,50,0,1,0,0,0,0,2,3,66.7,1.333333333,0.666666667,0.666666667,0,0.333333333,3.333333333
Maxwell Lewis,lewisma05,22,LAL,6,4,2,2,1,0,1,1,2,0,27,2,6,33.3,0,0,0,0,0,0,2,6,33.3,0.666666667,0.333333333,0.333333333,0.166666667,0,4.5
Karlo Matkovic,matkoka01,23,NOP,5,4,10,0,3,3,4,4,6,4,39,2,5,40,0,0,0,0,0,0,2,5,40,0.8,2,0,0.6,0.6,7.8
Jared Rhoden,rhodeja01,25,CHO,4,4,4,2,1,0,1,1,2,2,12,2,8,25,0,2,0,0,0,0,2,6,33.3,1,1,0.5,0.25,0,3
Baylor Scheierman,scheiba01,24,BOS,5,4,7,2,1,0,0,3,2,5,34,1,10,10,0,6,0,2,2,100,1,4,25,0.8,1.4,0.4,0.2,0,6.8
Mark Williams,willima07,23,CHO,1,4,3,0,0,1,1,1,2,1,9,1,4,25,0,0,0,2,2,100,1,4,25,4,3,0,0,1,9
D.J. Carton,cartodj01,24,TOR,4,3,4,3,2,0,4,1,0,4,33,1,7,14.3,0,3,0,1,1,100,1,4,25,0.75,1,0.75,0.5,0,8.25
Yongxi Cui,cuiyo01,21,BRK,5,3,2,0,0,0,0,0,0,2,10,1,7,14.3,0,3,0,1,2,50,1,4,25,0.6,0.4,0,0,0,2
JD Davison,davisjd01,22,BOS,4,3,2,1,1,0,4,1,0,2,17,1,4,25,0,2,0,1,2,50,1,2,50,0.75,0.5,0.25,0.25,0,4.25
David Duke Jr.,dukeda01,25,SAS,1,3,0,2,0,0,0,1,0,0,8,1,4,25,0,1,0,1,2,50,1,3,33.3,3,0,2,0,0,8
Collin Gillespie,gilleco01,25,PHO,1,3,0,0,0,0,0,0,0,0,3,1,2,50,1,1,100,0,0,0,0,1,0,3,0,0,0,0,3
Jaylen Martin,martija02,21,BRK,2,3,0,0,0,0,0,1,0,0,3,1,1,100,1,1,100,0,0,0,0,0,0,1.5,0,0,0,0,1.5
Tristen Newton,newtotr01,23,IND,5,3,0,1,0,0,1,2,0,0,8,1,6,16.7,0,3,0,1,1,100,1,3,33.3,0.6,0,0.2,0,0,1.6
Trevelin Queen,queentr01,27,ORL,2,3,0,0,0,0,1,1,0,0,5,1,3,33.3,1,1,100,0,0,0,0,2,0,1.5,0,0,0,0,2.5
Oscar Tshiebwe,tshieos01,25,UTA,1,3,9,0,2,0,1,3,3,6,16,0,0,0,0,0,0,3,4,75,0,0,0,3,9,0,2,0,16
Stanley Umude,umudest01,25,MIL,6,3,3,1,0,1,0,0,0,3,17,1,3,33.3,1,3,33.3,0,2,0,0,0,0,0.5,0.5,0.166666667,0,0.166666667,2.833333333
Reece Beekman,beekmre01,23,GSW,2,2,1,1,1,0,0,1,1,0,4,1,1,100,0,0,0,0,0,0,1,1,100,1,0.5,0.5,0.5,0,2
Ulrich Chomche,chomcul01,19,TOR,1,2,1,0,0,0,0,0,0,1,5,1,1,100,0,0,0,0,0,0,1,1,100,2,1,0,0,0,5
Mouhamed Gueye,gueyemo02,22,ATL,2,2,2,0,0,0,1,0,0,2,11,1,4,25,0,2,0,0,0,0,1,2,50,1,1,0,0,0,5.5
PJ Hall,hallpj01,22,DEN,4,2,0,0,0,0,0,1,0,0,8,1,3,33.3,0,2,0,0,0,0,1,1,100,0.5,0,0,0,0,2
Keshad Johnson,johnske10,23,MIA,2,2,2,0,0,0,0,0,0,2,12,1,2,50,0,1,0,0,0,0,1,1,100,1,1,0,0,0,6
Malevy Leons,leonsma01,25,OKC,6,2,3,1,0,0,1,4,1,2,21,0,2,0,0,1,0,2,4,50,0,1,0,0.333333333,0.5,0.166666667,0,0,3.5
Chris Livingston,livinch01,21,MIL,3,2,2,1,1,0,1,0,1,1,6,1,2,50,0,0,0,0,0,0,1,2,50,0.666666667,0.666666667,0.333333333,0.333333333,0,2
Markieff Morris,morrima02,35,DAL,2,2,4,2,0,0,0,0,0,4,10,1,6,16.7,0,2,0,0,0,0,1,4,25,1,2,1,0,0,5
Alex Reese,reeseal01,25,OKC,1,2,1,0,0,0,0,0,1,0,2,1,1,100,0,0,0,0,0,0,1,1,100,2,1,0,0,0,2
Cam Spencer,spencca01,24,MEM,2,2,2,2,0,1,1,2,0,2,21,1,2,50,0,1,0,0,0,0,1,1,100,1,1,1,0,0.5,10.5
Jacob Toppin,toppija01,24,NYK,6,2,3,2,0,0,1,0,0,3,19,1,3,33.3,0,2,0,0,0,0,1,1,100,0.333333333,0.5,0.333333333,0,0,3.166666667
Dominick Barlow,barlodo01,21,ATL,2,1,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,1,2,50,0,1,0,0.5,0,0,0,0,5.5
Jalen Bridges,bridgja01,23,PHO,2,1,1,0,0,0,2,0,0,1,11,0,2,0,0,2,0,1,2,50,0,0,0,0.5,0.5,0,0,0,5.5
Daishen Nix,nixda01,22,MIN,2,1,4,3,0,0,3,1,0,4,11,0,1,0,0,1,0,1,2,50,0,0,0,0.5,2,1.5,0,0,5.5
Justin Champagnie,champju01,23,WAS,2,0,2,1,0,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,2.5
Alex Ducas,ducasal01,24,OKC,4,0,0,0,0,0,0,0,0,0,7,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1.75
Kessler Edwards,edwarke02,24,DAL,4,0,0,0,0,0,1,2,0,0,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.25
Joe Ingles,inglejo01,37,MIN,7,0,2,9,0,0,1,5,2,0,26,0,2,0,0,2,0,0,0,0,0,0,0,0,0.285714286,1.285714286,0,0,3.714285714
Harrison Ingram,ingraha01,22,SAS,1,0,1,0,0,0,0,1,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
Daniss Jenkins,jenkida01,23,DET,2,0,0,0,0,0,0,1,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Mason Jones,jonesma05,26,SAC,3,0,4,7,0,0,0,1,1,3,13,0,2,0,0,2,0,0,0,0,0,0,0,0,1.333333333,2.333333333,0,0,4.333333333
Spencer Jones,jonessp01,23,DEN,2,0,1,0,2,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,1,0,2
Mac McClung,mccluma01,26,ORL,1,0,1,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5
Justin Minaya,minayju01,25,POR,1,0,1,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
Riley Minix,minixri01,24,SAS,1,0,2,0,0,0,0,0,0,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7
Jalen Pickett,pickeja02,25,DEN,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Cole Swider,swideco01,25,DET,2,0,2,1,0,0,0,1,0,2,13,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0.5,0,0,6.5
