Season,GameID,Date,Game,Player,PlayerID,Team,TeamID,Is_Home,Opp,PTS,REB,AST,STL,BLK,TOV,MP,OffREB,DefREB,FG,FGA,3P,3PA,FT,FTA,PF
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Jalen Brunson,brunsja01,New York Knicks,NYK,1,CHO,20,1,1,1,0,1,26.56666667,0,1,7,12,2,4,4,4,2
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Immanuel Quickley,quickim01,New York Knicks,NYK,1,CHO,17,5,9,0,0,1,25.58333333,0,5,5,9,4,6,3,3,1
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Donte DiVincenzo,divindo01,New York Knicks,NYK,1,CHO,9,1,2,0,1,1,22.73333333,1,0,3,8,1,6,2,3,2
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Mitchell Robinson,robinmi01,New York Knicks,NYK,1,CHO,10,9,0,1,0,0,23.91666667,5,4,5,7,0,0,0,2,2
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Josh Hart,hartjo01,New York Knicks,NYK,1,CHO,6,4,2,0,0,0,26.58333333,1,3,3,6,0,2,0,0,1
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Quentin Grimes,grimequ01,New York Knicks,NYK,1,CHO,6,1,1,1,0,0,23.38333333,0,1,2,5,2,5,0,0,1
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Isaiah Hartenstein,harteis01,New York Knicks,NYK,1,CHO,6,6,1,1,2,2,17.55,2,4,2,3,0,0,2,4,6
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Miles McBride,mcbrimi01,New York Knicks,NYK,1,CHO,3,1,1,0,0,0,3.3,0,1,1,2,1,2,0,0,0
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Jericho Sims,simsje01,New York Knicks,NYK,1,CHO,3,3,0,0,0,0,6.533333333,0,3,1,1,0,0,1,3,1
2023-24,202311120NYK,11/12/2023,NYK vs CHO,DaQuan Jeffries,jeffrda01,New York Knicks,NYK,1,CHO,2,0,1,0,0,0,3.3,0,0,1,1,0,0,0,0,0
2023-24,202311120NYK,11/12/2023,NYK vs CHO,Ryan Arcidiacono,arcidry01,New York Knicks,NYK,1,CHO,0,0,0,0,0,0,2.716666667,0,0,0,1,0,1,0,0,0
2023-24,202311120PHI,11/12/2023,PHI vs IND,Myles Turner,turnemy01,Indiana Pacers,IND,0,PHI,22,5,0,1,3,3,29.41666667,2,3,7,17,4,9,4,4,4
2023-24,202311120PHI,11/12/2023,PHI vs IND,Tyrese Haliburton,halibty01,Indiana Pacers,IND,0,PHI,25,1,17,2,1,0,36.5,0,1,9,14,3,6,4,4,0
2023-24,202311120PHI,11/12/2023,PHI vs IND,Buddy Hield,hieldbu01,Indiana Pacers,IND,0,PHI,16,4,3,1,1,0,20.53333333,1,3,6,14,4,8,0,0,0
2023-24,202311120PHI,11/12/2023,PHI vs IND,Bennedict Mathurin,mathube01,Indiana Pacers,IND,0,PHI,9,5,1,0,1,1,25.88333333,1,4,4,11,0,3,1,3,1
2023-24,202311120PHI,11/12/2023,PHI vs IND,Obi Toppin,toppiob01,Indiana Pacers,IND,0,PHI,14,1,1,0,0,0,21.11666667,0,1,6,7,2,3,0,0,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,Jalen Smith,smithja04,Indiana Pacers,IND,0,PHI,11,6,1,0,0,2,18.58333333,1,5,4,7,1,2,2,2,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,Aaron Nesmith,nesmiaa01,Indiana Pacers,IND,0,PHI,8,4,3,1,0,0,26.23333333,1,3,3,6,2,5,0,0,3
2023-24,202311120PHI,11/12/2023,PHI vs IND,Bruce Brown,brownbr01,Indiana Pacers,IND,0,PHI,9,4,3,0,2,0,31.2,2,2,3,5,0,1,3,4,1
2023-24,202311120PHI,11/12/2023,PHI vs IND,T.J. McConnell,mccontj01,Indiana Pacers,IND,0,PHI,8,2,1,3,1,1,16.75,0,2,3,5,0,0,2,2,1
2023-24,202311120PHI,11/12/2023,PHI vs IND,Andrew Nembhard,nembhan01,Indiana Pacers,IND,0,PHI,4,0,1,0,0,3,13.76666667,0,0,2,4,0,2,0,0,0
2023-24,202311120PHI,11/12/2023,PHI vs IND,Tyrese Maxey,maxeyty01,Philadelphia 76ers,PHI,1,IND,50,7,5,0,3,2,39.21666667,3,4,20,32,7,11,3,3,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,Joel Embiid,embiijo01,Philadelphia 76ers,PHI,1,IND,37,13,7,1,1,3,32.9,8,5,12,26,1,4,12,14,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,Tobias Harris,harrito02,Philadelphia 76ers,PHI,1,IND,18,9,4,0,0,1,35.73333333,4,5,9,20,0,3,0,0,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,De'Anthony Melton,meltode01,Philadelphia 76ers,PHI,1,IND,10,4,6,0,0,2,29.75,1,3,4,7,1,3,1,1,1
2023-24,202311120PHI,11/12/2023,PHI vs IND,Nicolas Batum,batumni01,Philadelphia 76ers,PHI,1,IND,9,7,0,1,3,1,33.31666667,2,5,3,5,3,5,0,0,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,Robert Covington,covinro01,Philadelphia 76ers,PHI,1,IND,2,5,2,0,0,0,15.65,2,3,1,5,0,2,0,0,1
2023-24,202311120PHI,11/12/2023,PHI vs IND,Paul Reed,reedpa01,Philadelphia 76ers,PHI,1,IND,4,6,3,1,0,0,15.1,2,4,2,4,0,0,0,0,2
2023-24,202311120PHI,11/12/2023,PHI vs IND,Patrick Beverley,beverpa01,Philadelphia 76ers,PHI,1,IND,3,2,1,1,0,0,17.2,1,1,1,4,1,4,0,0,3
2023-24,202311120PHI,11/12/2023,PHI vs IND,Danuel House Jr.,houseda01,Philadelphia 76ers,PHI,1,IND,4,1,0,0,0,1,16.33333333,0,1,1,1,1,1,1,2,0
2023-24,202311120PHI,11/12/2023,PHI vs IND,Furkan Korkmaz,korkmfu01,Philadelphia 76ers,PHI,1,IND,0,0,0,1,0,1,4.783333333,0,0,0,1,0,0,0,0,0
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Shai Gilgeous-Alexander,gilgesh01,Oklahoma City Thunder,OKC,0,PHO,35,7,4,1,1,1,36.83333333,0,7,13,22,2,5,7,8,3
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Jalen Williams,willija06,Oklahoma City Thunder,OKC,0,PHO,31,1,1,2,0,1,37.76666667,0,1,11,16,3,4,6,8,4
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Josh Giddey,giddejo01,Oklahoma City Thunder,OKC,0,PHO,10,6,10,2,2,4,31.95,3,3,5,12,0,1,0,0,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Chet Holmgren,holmgch01,Oklahoma City Thunder,OKC,0,PHO,18,6,4,0,2,0,33.11666667,0,6,5,10,3,6,5,5,3
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Luguentz Dort,dortlu01,Oklahoma City Thunder,OKC,0,PHO,9,6,1,2,1,0,33.01666667,2,4,3,10,0,5,3,4,5
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Aaron Wiggins,wiggiaa01,Oklahoma City Thunder,OKC,0,PHO,2,2,1,1,0,0,12.48333333,0,2,1,4,0,0,0,0,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Jaylin Williams,willija07,Oklahoma City Thunder,OKC,0,PHO,3,4,0,0,1,1,12.66666667,1,3,1,3,1,3,0,0,0
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Isaiah Joe,joeis01,Oklahoma City Thunder,OKC,0,PHO,3,1,1,1,1,0,16.38333333,0,1,1,3,1,2,0,0,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Cason Wallace,wallaca01,Oklahoma City Thunder,OKC,0,PHO,0,0,1,0,0,0,16.6,0,0,0,1,0,0,0,0,3
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Ousmane Dieng,diengou01,Oklahoma City Thunder,OKC,0,PHO,0,0,0,0,0,0,6.383333333,0,0,0,1,0,1,0,0,0
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Davis Bertans,bertada01,Oklahoma City Thunder,OKC,0,PHO,0,0,0,0,0,0,2.766666667,0,0,0,0,0,0,0,0,0
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Kevin Durant,duranke01,Phoenix Suns,PHO,1,OKC,28,9,4,1,2,3,36.23333333,0,9,7,18,3,5,11,11,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Bradley Beal,bealbr01,Phoenix Suns,PHO,1,OKC,15,8,5,0,0,5,30.46666667,1,7,6,17,0,5,3,6,5
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Jordan Goodwin,goodwjo01,Phoenix Suns,PHO,1,OKC,11,5,3,1,1,1,29.13333333,1,4,4,10,3,7,0,0,2
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Drew Eubanks,eubandr01,Phoenix Suns,PHO,1,OKC,15,5,1,0,0,2,20.7,4,1,7,9,0,0,1,2,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Keita Bates-Diop,bateske01,Phoenix Suns,PHO,1,OKC,6,8,2,0,0,1,26.75,4,4,3,9,0,1,0,0,3
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Grayson Allen,allengr01,Phoenix Suns,PHO,1,OKC,7,6,1,1,1,2,31.9,2,4,2,8,1,3,2,2,2
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Jusuf Nurkic,nurkiju01,Phoenix Suns,PHO,1,OKC,3,8,1,1,2,2,25.51666667,3,5,1,6,0,3,1,2,3
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Josh Okogie,okogijo01,Phoenix Suns,PHO,1,OKC,8,2,1,0,1,1,21.35,1,1,0,3,0,2,8,8,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Yuta Watanabe,watanyu01,Phoenix Suns,PHO,1,OKC,6,0,2,0,0,0,17.21666667,0,0,2,2,2,2,0,0,1
2023-24,202311120PHO,11/12/2023,PHO vs OKC,Chimezie Metu,metuch01,Phoenix Suns,PHO,1,OKC,0,0,0,0,0,0,0.65,0,0,0,1,0,1,0,0,0
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Bam Adebayo,adebaba01,Miami Heat,MIA,0,SAS,24,11,6,3,0,0,34.28333333,4,7,10,20,0,0,4,5,0
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Duncan Robinson,robindu01,Miami Heat,MIA,0,SAS,26,5,4,0,1,0,38.61666667,1,4,8,16,4,7,6,6,1
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Jimmy Butler,butleji01,Miami Heat,MIA,0,SAS,19,6,4,0,1,2,36.51666667,2,4,5,14,1,3,8,9,1
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Jaime Jaquez Jr.,jaqueja01,Miami Heat,MIA,0,SAS,11,6,3,3,1,1,32.26666667,1,5,4,10,1,2,2,2,1
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Dru Smith,smithdr01,Miami Heat,MIA,0,SAS,12,4,3,0,0,1,26.83333333,2,2,4,9,2,5,2,2,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Kevin Love,loveke01,Miami Heat,MIA,0,SAS,12,2,0,0,0,0,14.16666667,0,2,3,8,2,7,4,4,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Josh Richardson,richajo01,Miami Heat,MIA,0,SAS,12,3,4,1,0,0,26.13333333,0,3,4,7,2,4,2,2,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Haywood Highsmith,highsha01,Miami Heat,MIA,0,SAS,0,4,1,0,0,0,26.15,1,3,0,4,0,3,0,0,3
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Thomas Bryant,bryanth01,Miami Heat,MIA,0,SAS,2,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Victor Wembanyama,wembavi01,San Antonio Spurs,SAS,1,MIA,18,11,7,1,1,7,34.4,1,10,8,22,2,9,0,0,3
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Keldon Johnson,johnske04,San Antonio Spurs,SAS,1,MIA,20,12,6,1,1,1,36.93333333,0,12,8,18,3,10,1,1,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Zach Collins,colliza01,San Antonio Spurs,SAS,1,MIA,18,5,2,0,1,3,33.21666667,2,3,6,14,1,4,5,6,4
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Devin Vassell,vassede01,San Antonio Spurs,SAS,1,MIA,14,7,4,0,0,1,33.21666667,2,5,5,12,4,9,0,0,0
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Jeremy Sochan,sochaje01,San Antonio Spurs,SAS,1,MIA,16,5,3,0,2,3,33.91666667,1,4,6,9,2,3,2,2,4
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Malaki Branham,branhma01,San Antonio Spurs,SAS,1,MIA,13,1,7,0,0,1,20.48333333,0,1,4,7,4,5,1,1,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Doug McDermott,mcderdo01,San Antonio Spurs,SAS,1,MIA,8,3,5,0,0,0,21.23333333,1,2,3,4,2,3,0,0,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Cedi Osman,osmande01,San Antonio Spurs,SAS,1,MIA,3,1,0,0,1,0,20.23333333,1,0,1,3,1,1,0,0,2
2023-24,202311120SAS,11/12/2023,SAS vs MIA,Charles Bassey,bassech01,San Antonio Spurs,SAS,1,MIA,3,5,1,1,0,1,6.35,3,2,1,2,0,0,1,2,2
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Trae Young,youngtr01,Atlanta Hawks,ATL,1,MIA,27,2,11,1,0,5,38.45,0,2,7,19,3,9,10,11,0
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Dejounte Murray,murrade01,Atlanta Hawks,ATL,1,MIA,23,5,5,3,1,3,35.58333333,0,5,9,16,5,9,0,1,1
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Bogdan Bogdanovic,bogdabo01,Atlanta Hawks,ATL,1,MIA,15,3,1,0,0,2,28.78333333,0,3,5,13,5,12,0,0,4
2023-24,202311110ATL,11/11/2023,ATL vs MIA,De'Andre Hunter,huntede01,Atlanta Hawks,ATL,1,MIA,10,5,2,1,1,3,35.58333333,0,5,4,11,0,4,2,2,4
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Saddiq Bey,beysa01,Atlanta Hawks,ATL,1,MIA,8,8,0,0,0,4,24.41666667,3,5,3,9,2,7,0,0,0
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Jalen Johnson,johnsja05,Atlanta Hawks,ATL,1,MIA,9,4,2,0,0,3,21.7,0,4,4,8,1,3,0,0,2
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Clint Capela,capelca01,Atlanta Hawks,ATL,1,MIA,8,12,0,1,2,0,23.93333333,7,5,4,6,0,0,0,0,3
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Onyeka Okongwu,okongon01,Atlanta Hawks,ATL,1,MIA,2,7,2,0,2,0,24.06666667,4,3,0,3,0,0,2,2,2
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Wesley Matthews,matthwe02,Atlanta Hawks,ATL,1,MIA,7,2,0,0,0,1,7.483333333,1,1,2,2,2,2,1,2,3
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Jaime Jaquez Jr.,jaqueja01,Miami Heat,MIA,0,ATL,20,3,4,1,0,3,38.46666667,1,2,8,17,2,7,2,2,3
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Duncan Robinson,robindu01,Miami Heat,MIA,0,ATL,11,3,2,1,0,1,30.23333333,0,3,5,15,1,10,0,0,3
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Haywood Highsmith,highsha01,Miami Heat,MIA,0,ATL,11,6,5,2,1,1,33.71666667,1,5,3,13,0,5,5,7,2
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Bam Adebayo,adebaba01,Miami Heat,MIA,0,ATL,26,17,4,2,2,3,39.35,4,13,9,12,0,0,8,8,2
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Kyle Lowry,lowryky01,Miami Heat,MIA,0,ATL,17,2,4,1,0,3,33.43333333,0,2,4,8,4,6,5,5,1
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Dru Smith,smithdr01,Miami Heat,MIA,0,ATL,9,2,2,3,1,2,28.01666667,1,1,4,8,1,3,0,0,3
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Josh Richardson,richajo01,Miami Heat,MIA,0,ATL,16,2,0,0,0,1,22.75,0,2,6,7,3,4,1,1,0
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Kevin Love,loveke01,Miami Heat,MIA,0,ATL,7,4,2,0,0,1,13.61666667,0,4,2,4,1,3,2,2,0
2023-24,202311110ATL,11/11/2023,ATL vs MIA,Jamal Cain,cainja01,Miami Heat,MIA,0,ATL,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Jaylen Brown,brownja02,Boston Celtics,BOS,1,TOR,29,5,2,0,0,2,31.68333333,1,4,12,20,3,8,2,3,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Jayson Tatum,tatumja01,Boston Celtics,BOS,1,TOR,27,5,4,0,1,1,34.08333333,0,5,10,18,3,9,4,6,2
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Kristaps Porzingis,porzikr01,Boston Celtics,BOS,1,TOR,21,7,3,0,0,3,27.53333333,0,7,9,14,3,7,0,1,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Jrue Holiday,holidjr01,Boston Celtics,BOS,1,TOR,8,3,7,1,2,4,29.8,0,3,4,9,0,2,0,0,2
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Sam Hauser,hausesa01,Boston Celtics,BOS,1,TOR,12,4,0,0,0,0,18.41666667,0,4,4,6,4,6,0,0,2
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Payton Pritchard,pritcpa01,Boston Celtics,BOS,1,TOR,7,6,4,0,0,1,24.5,3,3,2,5,1,3,2,2,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Al Horford,horfoal01,Boston Celtics,BOS,1,TOR,7,7,4,0,0,0,24.01666667,1,6,3,5,1,3,0,0,2
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Derrick White,whitede01,Boston Celtics,BOS,1,TOR,4,4,5,0,1,0,25.53333333,0,4,2,5,0,3,0,1,2
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Svi Mykhailiuk,mykhasv01,Boston Celtics,BOS,1,TOR,0,0,0,0,0,1,4.783333333,0,0,0,2,0,2,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Luke Kornet,kornelu01,Boston Celtics,BOS,1,TOR,2,5,1,0,0,0,8.783333333,0,5,1,1,0,0,0,0,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Dalano Banton,bantoda01,Boston Celtics,BOS,1,TOR,0,0,0,0,0,0,6.05,0,0,0,1,0,1,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Oshae Brissett,brissos01,Boston Celtics,BOS,1,TOR,0,0,0,0,0,0,4.783333333,0,0,0,0,0,0,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Pascal Siakam,siakapa01,Toronto Raptors,TOR,0,BOS,17,7,3,3,0,3,28.11666667,2,5,6,17,0,4,5,6,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Scottie Barnes,barnesc01,Toronto Raptors,TOR,0,BOS,10,5,4,1,1,1,28.71666667,1,4,4,15,2,9,0,0,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,OG Anunoby,anunoog01,Toronto Raptors,TOR,0,BOS,8,3,2,1,0,0,27.51666667,1,2,3,13,2,8,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Jakob Poeltl,poeltja01,Toronto Raptors,TOR,0,BOS,12,3,2,0,0,1,21.28333333,2,1,6,10,0,0,0,0,3
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Dennis Schroder,schrode01,Toronto Raptors,TOR,0,BOS,14,1,4,1,0,1,25.31666667,0,1,3,7,1,3,7,7,3
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Malachi Flynn,flynnma01,Toronto Raptors,TOR,0,BOS,12,1,1,0,0,1,22.68333333,0,1,5,7,2,4,0,1,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Precious Achiuwa,achiupr01,Toronto Raptors,TOR,0,BOS,2,5,5,0,0,0,18.51666667,0,5,1,5,0,2,0,0,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Chris Boucher,bouchch01,Toronto Raptors,TOR,0,BOS,6,5,1,0,0,0,21.96666667,0,5,2,4,2,3,0,0,2
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Gradey Dick,dickgr01,Toronto Raptors,TOR,0,BOS,4,1,1,0,0,1,14.53333333,0,1,1,4,0,2,2,2,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Thaddeus Young,youngth01,Toronto Raptors,TOR,0,BOS,4,1,2,0,0,0,4.016666667,1,0,2,3,0,0,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Otto Porter Jr.,porteot01,Toronto Raptors,TOR,0,BOS,3,3,0,1,0,0,14.33333333,0,3,1,2,1,2,0,0,1
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Garrett Temple,templga01,Toronto Raptors,TOR,0,BOS,2,1,0,1,0,0,4.016666667,0,1,1,2,0,0,0,0,0
2023-24,202311110BOS,11/11/2023,BOS vs TOR,Jalen McDaniels,mcdanja01,Toronto Raptors,TOR,0,BOS,0,1,0,0,0,0,8.933333333,0,1,0,2,0,0,0,0,2
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Donovan Mitchell,mitchdo01,Cleveland Cavaliers,CLE,0,GSW,21,7,5,2,1,2,36.1,1,6,7,22,2,6,5,6,4
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Caris LeVert,leverca01,Cleveland Cavaliers,CLE,0,GSW,22,5,3,4,1,0,35.86666667,2,3,8,18,2,7,4,5,1
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Darius Garland,garlada01,Cleveland Cavaliers,CLE,0,GSW,19,6,4,5,0,4,35.83333333,2,4,6,13,3,5,4,6,2
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Evan Mobley,mobleev01,Cleveland Cavaliers,CLE,0,GSW,19,5,2,1,1,2,31.06666667,1,4,6,10,0,1,7,7,4
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Max Strus,strusma01,Cleveland Cavaliers,CLE,0,GSW,16,8,4,1,0,0,32.86666667,1,7,6,9,2,3,2,2,2
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Jarrett Allen,allenja01,Cleveland Cavaliers,CLE,0,GSW,12,5,4,0,0,1,28.01666667,3,2,2,6,0,0,8,9,4
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Dean Wade,wadede01,Cleveland Cavaliers,CLE,0,GSW,8,7,0,0,0,0,16.66666667,0,7,2,4,2,4,2,2,6
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Georges Niang,niangge01,Cleveland Cavaliers,CLE,0,GSW,0,2,1,0,0,1,18.98333333,1,1,0,4,0,4,0,0,1
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Craig Porter Jr.,portecr01,Cleveland Cavaliers,CLE,0,GSW,1,0,0,0,0,0,1.533333333,0,0,0,0,0,0,1,6,0
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Emoni Bates,batesem01,Cleveland Cavaliers,CLE,0,GSW,0,0,0,0,0,0,0.766666667,0,0,0,0,0,0,0,0,0
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Damian Jones,jonesda03,Cleveland Cavaliers,CLE,0,GSW,0,0,0,0,0,0,0.766666667,0,0,0,0,0,0,0,0,0
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Tristan Thompson,thomptr01,Cleveland Cavaliers,CLE,0,GSW,0,0,0,0,0,0,1.533333333,0,0,0,0,0,0,0,0,0
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Stephen Curry,curryst01,Golden State Warriors,GSW,1,CLE,30,3,2,1,1,4,32.55,1,2,9,24,4,14,8,8,1
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Klay Thompson,thompkl01,Golden State Warriors,GSW,1,CLE,14,5,1,0,1,3,27.81666667,1,4,5,16,2,5,2,2,3
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Andrew Wiggins,wiggian01,Golden State Warriors,GSW,1,CLE,13,5,3,0,0,3,29.13333333,3,2,6,12,1,4,0,2,2
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Jonathan Kuminga,kuminjo01,Golden State Warriors,GSW,1,CLE,12,3,0,0,0,0,20.65,0,3,2,7,0,1,8,11,4
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Chris Paul,paulch01,Golden State Warriors,GSW,1,CLE,9,3,9,3,0,3,26.41666667,0,3,4,7,1,2,0,0,2
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Dario Saric,saricda01,Golden State Warriors,GSW,1,CLE,5,5,1,0,1,0,16.43333333,0,5,2,5,0,3,1,1,3
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Draymond Green,greendr01,Golden State Warriors,GSW,1,CLE,8,5,4,0,0,1,17.98333333,2,3,3,4,2,3,0,0,3
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Moses Moody,moodymo01,Golden State Warriors,GSW,1,CLE,8,5,1,0,0,1,17.75,1,4,2,4,2,3,2,2,3
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Gary Payton II,paytoga02,Golden State Warriors,GSW,1,CLE,3,5,0,0,0,1,11.16666667,2,3,1,4,0,1,1,2,0
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Cory Joseph,josepco01,Golden State Warriors,GSW,1,CLE,3,0,1,0,0,2,2.2,0,0,1,2,1,2,0,0,1
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Brandin Podziemski,podzibr01,Golden State Warriors,GSW,1,CLE,2,2,2,1,0,1,8.35,1,1,1,2,0,0,0,0,1
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Kevon Looney,looneke01,Golden State Warriors,GSW,1,CLE,2,13,2,0,0,1,23.98333333,3,10,1,2,0,0,0,0,5
2023-24,202311110GSW,11/11/2023,GSW vs CLE,Trayce Jackson-Davis,jackstr02,Golden State Warriors,GSW,1,CLE,1,1,0,0,0,0,5.566666667,1,0,0,1,0,0,1,2,1
2023-24,202311110ORL,11/11/2023,ORL vs MIL,Giannis Antetokounmpo,antetgi01,Milwaukee Bucks,MIL,0,ORL,35,10,7,4,2,6,36.65,2,8,15,22,0,1,5,12,4
2023-24,202311110ORL,11/11/2023,ORL vs MIL,Bobby Portis,portibo01,Milwaukee Bucks,MIL,0,ORL,13,7,1,2,0,2,27.61666667,1,6,4,11,2,5,3,4,4
2023-24,202311110ORL,11/11/2023,ORL vs MIL,Cameron Payne,payneca01,Milwaukee Bucks,MIL,0,ORL,14,0,2,2,0,2,25.56666667,0,0,6,8,2,3,0,0,3
2023-24,202311110ORL,11/11/2023,ORL vs MIL,Khris Middleton,middlkh01,Milwaukee Bucks,MIL,0,ORL,10,0,7,0,1,1,19.5,0,0,4,8,2,4,0,0,1
2023-24,202311110ORL,11/11/2023,ORL vs MIL,Brook Lopez,lopezbr01,Milwaukee Bucks,MIL,0,ORL,9,3,1,1,2,1,21.23333333,0,3,3,7,2,5,1,2,1
