Season,Date,Game,GameID,Home,HomeID,PTS,Away,AwayID,PTSA
2023-24,11/15/2023,PHI vs BOS,202311150PHI,Philadelphia 76ers,PHI,107,Boston Celtics,BOS,117
2023-24,11/15/2023,PHO vs MIN,202311150PHO,Phoenix Suns,PHO,133,Minnesota Timberwolves,MIN,115
2023-24,11/15/2023,POR vs CLE,202311150POR,Portland Trail Blazers,POR,95,Cleveland Cavaliers,CLE,109
2023-24,11/15/2023,TOR vs MIL,202311150TOR,Toronto Raptors,TOR,112,Milwaukee Bucks,MIL,128
2023-24,11/15/2023,WAS vs DAL,202311150WAS,Washington Wizards,WAS,117,Dallas Mavericks,DAL,130
2023-24,11/14/2023,BRK vs ORL,202311140BRK,Brooklyn Nets,BRK,124,Orlando Magic,ORL,104
2023-24,11/14/2023,CHO vs MIA,202311140CHO,Charlotte Hornets,CHO,105,Miami Heat,MIA,111
2023-24,11/14/2023,DEN vs LAC,202311140DEN,Denver Nuggets,DEN,111,Los Angeles Clippers,LAC,108
2023-24,11/14/2023,DET vs ATL,202311140DET,Detroit Pistons,DET,120,Atlanta Hawks,ATL,126
2023-24,11/14/2023,GSW vs MIN,202311140GSW,Golden State Warriors,GSW,101,Minnesota Timberwolves,MIN,104
2023-24,11/14/2023,LAL vs MEM,202311140LAL,Los Angeles Lakers,LAL,134,Memphis Grizzlies,MEM,107
2023-24,11/14/2023,NOP vs DAL,202311140NOP,New Orleans Pelicans,NOP,131,Dallas Mavericks,DAL,110
2023-24,11/14/2023,OKC vs SAS,202311140OKC,Oklahoma City Thunder,OKC,123,San Antonio Spurs,SAS,87
2023-24,11/14/2023,PHI vs IND,202311140PHI,Philadelphia 76ers,PHI,126,Indiana Pacers,IND,132
2023-24,11/14/2023,UTA vs POR,202311140UTA,Utah Jazz,UTA,115,Portland Trail Blazers,POR,99
2023-24,11/13/2023,BOS vs NYK,202311130BOS,Boston Celtics,BOS,114,New York Knicks,NYK,98
2023-24,11/13/2023,MIL vs CHI,202311130MIL,Milwaukee Bucks,MIL,118,Chicago Bulls,CHI,109
2023-24,11/13/2023,SAC vs CLE,202311130SAC,Sacramento Kings,SAC,132,Cleveland Cavaliers,CLE,120
2023-24,11/13/2023,TOR vs WAS,202311130TOR,Toronto Raptors,TOR,111,Washington Wizards,WAS,107
2023-24,11/12/2023,BRK vs WAS,202311120BRK,Brooklyn Nets,BRK,102,Washington Wizards,WAS,94
2023-24,11/12/2023,CHI vs DET,202311120CHI,Chicago Bulls,CHI,119,Detroit Pistons,DET,108
2023-24,11/12/2023,GSW vs MIN,202311120GSW,Golden State Warriors,GSW,110,Minnesota Timberwolves,MIN,116
2023-24,11/12/2023,HOU vs DEN,202311120HOU,Houston Rockets,HOU,107,Denver Nuggets,DEN,104
2023-24,11/12/2023,LAC vs MEM,202311120LAC,Los Angeles Clippers,LAC,101,Memphis Grizzlies,MEM,105
2023-24,11/12/2023,LAL vs POR,202311120LAL,Los Angeles Lakers,LAL,116,Portland Trail Blazers,POR,110
2023-24,11/12/2023,NOP vs DAL,202311120NOP,New Orleans Pelicans,NOP,124,Dallas Mavericks,DAL,136
2023-24,11/12/2023,NYK vs CHO,202311120NYK,New York Knicks,NYK,129,Charlotte Hornets,CHO,107
2023-24,11/12/2023,PHI vs IND,202311120PHI,Philadelphia 76ers,PHI,137,Indiana Pacers,IND,126
2023-24,11/12/2023,PHO vs OKC,202311120PHO,Phoenix Suns,PHO,99,Oklahoma City Thunder,OKC,111
2023-24,11/12/2023,SAS vs MIA,202311120SAS,San Antonio Spurs,SAS,113,Miami Heat,MIA,118
2023-24,11/11/2023,ATL vs MIA,202311110ATL,Atlanta Hawks,ATL,109,Miami Heat,MIA,117
2023-24,11/11/2023,BOS vs TOR,202311110BOS,Boston Celtics,BOS,117,Toronto Raptors,TOR,94
2023-24,11/11/2023,GSW vs CLE,202311110GSW,Golden State Warriors,GSW,110,Cleveland Cavaliers,CLE,118
2023-24,11/11/2023,ORL vs MIL,202311110ORL,Orlando Magic,ORL,112,Milwaukee Bucks,MIL,97
2023-24,11/10/2023,BOS vs BRK,202311100BOS,Boston Celtics,BOS,121,Brooklyn Nets,BRK,107
2023-24,11/10/2023,DAL vs LAC,202311100DAL,Dallas Mavericks,DAL,144,Los Angeles Clippers,LAC,126
2023-24,11/10/2023,DET vs PHI,202311100DET,Detroit Pistons,DET,106,Philadelphia 76ers,PHI,114
2023-24,11/10/2023,HOU vs NOP,202311100HOU,Houston Rockets,HOU,104,New Orleans Pelicans,NOP,101
2023-24,11/10/2023,MEM vs UTA,202311100MEM,Memphis Grizzlies,MEM,121,Utah Jazz,UTA,127
2023-24,11/10/2023,PHO vs LAL,202311100PHO,Phoenix Suns,PHO,119,Los Angeles Lakers,LAL,122
2023-24,11/10/2023,SAC vs OKC,202311100SAC,Sacramento Kings,SAC,105,Oklahoma City Thunder,OKC,98
2023-24,11/10/2023,SAS vs MIN,202311100SAS,San Antonio Spurs,SAS,110,Minnesota Timberwolves,MIN,117
2023-24,11/10/2023,WAS vs CHO,202311100WAS,Washington Wizards,WAS,117,Charlotte Hornets,CHO,124
2023-24,11/9/2023,IND vs MIL,202311090IND,Indiana Pacers,IND,126,Milwaukee Bucks,MIL,124
2023-24,11/9/2023,ORL vs ATL,202311090ORL,Orlando Magic,ORL,119,Atlanta Hawks,ATL,120
2023-24,11/8/2023,BRK vs LAC,202311080BRK,Brooklyn Nets,BRK,100,Los Angeles Clippers,LAC,93
2023-24,11/8/2023,CHI vs PHO,202311080CHI,Chicago Bulls,CHI,115,Phoenix Suns,PHO,116
2023-24,11/8/2023,CHO vs WAS,202311080CHO,Charlotte Hornets,CHO,116,Washington Wizards,WAS,132
2023-24,11/8/2023,DAL vs TOR,202311080DAL,Dallas Mavericks,DAL,116,Toronto Raptors,TOR,127
2023-24,11/8/2023,DEN vs GSW,202311080DEN,Denver Nuggets,DEN,108,Golden State Warriors,GSW,105
2023-24,11/8/2023,HOU vs LAL,202311080HOU,Houston Rockets,HOU,128,Los Angeles Lakers,LAL,94
2023-24,11/8/2023,IND vs UTA,202311080IND,Indiana Pacers,IND,134,Utah Jazz,UTA,118
2023-24,11/8/2023,MEM vs MIA,202311080MEM,Memphis Grizzlies,MEM,102,Miami Heat,MIA,108
2023-24,11/8/2023,MIL vs DET,202311080MIL,Milwaukee Bucks,MIL,120,Detroit Pistons,DET,118
2023-24,11/8/2023,MIN vs NOP,202311080MIN,Minnesota Timberwolves,MIN,122,New Orleans Pelicans,NOP,101
2023-24,11/8/2023,NYK vs SAS,202311080NYK,New York Knicks,NYK,126,San Antonio Spurs,SAS,105
2023-24,11/8/2023,OKC vs CLE,202311080OKC,Oklahoma City Thunder,OKC,128,Cleveland Cavaliers,CLE,120
2023-24,11/8/2023,PHI vs BOS,202311080PHI,Philadelphia 76ers,PHI,106,Boston Celtics,BOS,103
2023-24,11/8/2023,SAC vs POR,202311080SAC,Sacramento Kings,SAC,121,Portland Trail Blazers,POR,118
2023-24,11/6/2023,BRK vs MIL,202311060BRK,Brooklyn Nets,BRK,125,Milwaukee Bucks,MIL,129
2023-24,11/6/2023,CHI vs UTA,202311060CHI,Chicago Bulls,CHI,130,Utah Jazz,UTA,113
2023-24,11/6/2023,DEN vs NOP,202311060DEN,Denver Nuggets,DEN,134,New Orleans Pelicans,NOP,116
2023-24,11/6/2023,DET vs GSW,202311060DET,Detroit Pistons,DET,109,Golden State Warriors,GSW,120
2023-24,11/6/2023,HOU vs SAC,202311060HOU,Houston Rockets,HOU,122,Sacramento Kings,SAC,97
2023-24,11/6/2023,IND vs SAS,202311060IND,Indiana Pacers,IND,152,San Antonio Spurs,SAS,111
2023-24,11/6/2023,MIA vs LAL,202311060MIA,Miami Heat,MIA,108,Los Angeles Lakers,LAL,107
2023-24,11/6/2023,MIN vs BOS,202311060MIN,Minnesota Timberwolves,MIN,114,Boston Celtics,BOS,109
2023-24,11/6/2023,NYK vs LAC,202311060NYK,New York Knicks,NYK,111,Los Angeles Clippers,LAC,97
2023-24,11/6/2023,OKC vs ATL,202311060OKC,Oklahoma City Thunder,OKC,126,Atlanta Hawks,ATL,117
2023-24,11/6/2023,ORL vs DAL,202311060ORL,Orlando Magic,ORL,102,Dallas Mavericks,DAL,117
2023-24,11/6/2023,PHI vs WAS,202311060PHI,Philadelphia 76ers,PHI,146,Washington Wizards,WAS,128
2023-24,11/5/2023,CLE vs GSW,202311050CLE,Cleveland Cavaliers,CLE,115,Golden State Warriors,GSW,104
2023-24,11/5/2023,DAL vs CHO,202311050DAL,Dallas Mavericks,DAL,124,Charlotte Hornets,CHO,118
2023-24,11/5/2023,DET vs PHO,202311050DET,Detroit Pistons,DET,106,Phoenix Suns,PHO,120
2023-24,11/5/2023,POR vs MEM,202311050POR,Portland Trail Blazers,POR,100,Memphis Grizzlies,MEM,112
2023-24,11/5/2023,SAS vs TOR,202311050SAS,San Antonio Spurs,SAS,116,Toronto Raptors,TOR,123
2023-24,11/4/2023,BRK vs BOS,202311040BRK,Brooklyn Nets,BRK,114,Boston Celtics,BOS,124
2023-24,11/4/2023,DEN vs CHI,202311040DEN,Denver Nuggets,DEN,123,Chicago Bulls,CHI,101
2023-24,11/4/2023,HOU vs SAC,202311040HOU,Houston Rockets,HOU,107,Sacramento Kings,SAC,89
2023-24,11/4/2023,IND vs CHO,202311040IND,Indiana Pacers,IND,124,Charlotte Hornets,CHO,125
2023-24,11/4/2023,MIN vs UTA,202311040MIN,Minnesota Timberwolves,MIN,123,Utah Jazz,UTA,95
2023-24,11/4/2023,NOP vs ATL,202311040NOP,New Orleans Pelicans,NOP,105,Atlanta Hawks,ATL,123
2023-24,11/4/2023,ORL vs LAL,202311040ORL,Orlando Magic,ORL,120,Los Angeles Lakers,LAL,101
2023-24,11/4/2023,PHI vs PHO,202311040PHI,Philadelphia 76ers,PHI,112,Phoenix Suns,PHO,100
2023-24,11/3/2023,CHI vs BRK,202311030CHI,Chicago Bulls,CHI,107,Brooklyn Nets,BRK,109
2023-24,11/3/2023,DEN vs DAL,202311030DEN,Denver Nuggets,DEN,125,Dallas Mavericks,DAL,114
2023-24,11/3/2023,IND vs CLE,202311030IND,Indiana Pacers,IND,121,Cleveland Cavaliers,CLE,116
2023-24,11/3/2023,MIA vs WAS,202311030MIA,Miami Heat,MIA,121,Washington Wizards,WAS,114
2023-24,11/3/2023,MIL vs NYK,202311030MIL,Milwaukee Bucks,MIL,110,New York Knicks,NYK,105
2023-24,11/3/2023,OKC vs GSW,202311030OKC,Oklahoma City Thunder,OKC,139,Golden State Warriors,GSW,141
2023-24,11/3/2023,POR vs MEM,202311030POR,Portland Trail Blazers,POR,115,Memphis Grizzlies,MEM,113
2023-24,11/2/2023,NOP vs DET,202311020NOP,New Orleans Pelicans,NOP,125,Detroit Pistons,DET,116
2023-24,11/2/2023,PHI vs TOR,202311020PHI,Philadelphia 76ers,PHI,114,Toronto Raptors,TOR,99
2023-24,11/2/2023,PHO vs SAS,202311020PHO,Phoenix Suns,PHO,121,San Antonio Spurs,SAS,132
2023-24,11/2/2023,UTA vs ORL,202311020UTA,Utah Jazz,UTA,113,Orlando Magic,ORL,115
2023-24,11/1/2023,ATL vs WAS,202311010ATL,Atlanta Hawks,ATL,130,Washington Wizards,WAS,121
2023-24,11/1/2023,BOS vs IND,202311010BOS,Boston Celtics,BOS,155,Indiana Pacers,IND,104
2023-24,11/1/2023,DAL vs CHI,202311010DAL,Dallas Mavericks,DAL,114,Chicago Bulls,CHI,105
2023-24,11/1/2023,DET vs POR,202311010DET,Detroit Pistons,DET,101,Portland Trail Blazers,POR,110
2023-24,11/1/2023,GSW vs SAC,202311010GSW,Golden State Warriors,GSW,102,Sacramento Kings,SAC,101
2023-24,11/1/2023,HOU vs CHO,202311010HOU,Houston Rockets,HOU,128,Charlotte Hornets,CHO,119
2023-24,11/1/2023,LAL vs LAC,202311010LAL,Los Angeles Lakers,LAL,130,Los Angeles Clippers,LAC,125
2023-24,11/1/2023,MIA vs BRK,202311010MIA,Miami Heat,MIA,105,Brooklyn Nets,BRK,109
2023-24,11/1/2023,MIN vs DEN,202311010MIN,Minnesota Timberwolves,MIN,110,Denver Nuggets,DEN,89
2023-24,11/1/2023,NYK vs CLE,202311010NYK,New York Knicks,NYK,89,Cleveland Cavaliers,CLE,95
2023-24,11/1/2023,OKC vs NOP,202311010OKC,Oklahoma City Thunder,OKC,106,New Orleans Pelicans,NOP,110
2023-24,11/1/2023,TOR vs MIL,202311010TOR,Toronto Raptors,TOR,130,Milwaukee Bucks,MIL,111
2023-24,11/1/2023,UTA vs MEM,202311010UTA,Utah Jazz,UTA,133,Memphis Grizzlies,MEM,109
2023-24,10/31/2023,CLE vs NYK,202310310CLE,Cleveland Cavaliers,CLE,91,New York Knicks,NYK,109
2023-24,10/31/2023,LAC vs ORL,202310310LAC,Los Angeles Clippers,LAC,118,Orlando Magic,ORL,102
2023-24,10/31/2023,PHO vs SAS,202310310PHO,Phoenix Suns,PHO,114,San Antonio Spurs,SAS,115
2023-24,10/30/2023,ATL vs MIN,202310300ATL,Atlanta Hawks,ATL,127,Minnesota Timberwolves,MIN,113
2023-24,10/30/2023,CHO vs BRK,202310300CHO,Charlotte Hornets,CHO,121,Brooklyn Nets,BRK,133
2023-24,10/30/2023,DEN vs UTA,202310300DEN,Denver Nuggets,DEN,110,Utah Jazz,UTA,102
2023-24,10/30/2023,IND vs CHI,202310300IND,Indiana Pacers,IND,105,Chicago Bulls,CHI,112
2023-24,10/30/2023,LAL vs ORL,202310300LAL,Los Angeles Lakers,LAL,106,Orlando Magic,ORL,103
2023-24,10/30/2023,MEM vs DAL,202310300MEM,Memphis Grizzlies,MEM,110,Dallas Mavericks,DAL,125
2023-24,10/30/2023,MIL vs MIA,202310300MIL,Milwaukee Bucks,MIL,122,Miami Heat,MIA,114
2023-24,10/30/2023,NOP vs GSW,202310300NOP,New Orleans Pelicans,NOP,102,Golden State Warriors,GSW,130
2023-24,10/30/2023,OKC vs DET,202310300OKC,Oklahoma City Thunder,OKC,124,Detroit Pistons,DET,112
2023-24,10/30/2023,TOR vs POR,202310300TOR,Toronto Raptors,TOR,91,Portland Trail Blazers,POR,99
2023-24,10/30/2023,WAS vs BOS,202310300WAS,Washington Wizards,WAS,107,Boston Celtics,BOS,126
2023-24,10/29/2023,HOU vs GSW,202310290HOU,Houston Rockets,HOU,95,Golden State Warriors,GSW,106
2023-24,10/29/2023,LAC vs SAS,202310290LAC,Los Angeles Clippers,LAC,123,San Antonio Spurs,SAS,83
2023-24,10/29/2023,MIL vs ATL,202310290MIL,Milwaukee Bucks,MIL,110,Atlanta Hawks,ATL,127
2023-24,10/29/2023,OKC vs DEN,202310290OKC,Oklahoma City Thunder,OKC,95,Denver Nuggets,DEN,128
2023-24,10/29/2023,PHI vs POR,202310290PHI,Philadelphia 76ers,PHI,126,Portland Trail Blazers,POR,98
2023-24,10/29/2023,SAC vs LAL,202310290SAC,Sacramento Kings,SAC,132,Los Angeles Lakers,LAL,127
2023-24,10/28/2023,CLE vs IND,202310280CLE,Cleveland Cavaliers,CLE,113,Indiana Pacers,IND,125
2023-24,10/28/2023,DET vs CHI,202310280DET,Detroit Pistons,DET,118,Chicago Bulls,CHI,102
2023-24,10/28/2023,MIN vs MIA,202310280MIN,Minnesota Timberwolves,MIN,106,Miami Heat,MIA,90
2023-24,10/28/2023,NOP vs NYK,202310280NOP,New Orleans Pelicans,NOP,96,New York Knicks,NYK,87
2023-24,10/28/2023,PHO vs UTA,202310280PHO,Phoenix Suns,PHO,126,Utah Jazz,UTA,104
2023-24,10/28/2023,TOR vs PHI,202310280TOR,Toronto Raptors,TOR,107,Philadelphia 76ers,PHI,114
2023-24,10/28/2023,WAS vs MEM,202310280WAS,Washington Wizards,WAS,113,Memphis Grizzlies,MEM,106
2023-24,10/27/2023,ATL vs NYK,202310270ATL,Atlanta Hawks,ATL,120,New York Knicks,NYK,126
2023-24,10/27/2023,BOS vs MIA,202310270BOS,Boston Celtics,BOS,119,Miami Heat,MIA,111
2023-24,10/27/2023,CHI vs TOR,202310270CHI,Chicago Bulls,CHI,104,Toronto Raptors,TOR,103
2023-24,10/27/2023,CHO vs DET,202310270CHO,Charlotte Hornets,CHO,99,Detroit Pistons,DET,111
2023-24,10/27/2023,CLE vs OKC,202310270CLE,Cleveland Cavaliers,CLE,105,Oklahoma City Thunder,OKC,108
2023-24,10/27/2023,DAL vs BRK,202310270DAL,Dallas Mavericks,DAL,125,Brooklyn Nets,BRK,120
2023-24,10/27/2023,MEM vs DEN,202310270MEM,Memphis Grizzlies,MEM,104,Denver Nuggets,DEN,108
2023-24,10/27/2023,POR vs ORL,202310270POR,Portland Trail Blazers,POR,97,Orlando Magic,ORL,102
2023-24,10/27/2023,SAC vs GSW,202310270SAC,Sacramento Kings,SAC,114,Golden State Warriors,GSW,122
2023-24,10/27/2023,SAS vs HOU,202310270SAS,San Antonio Spurs,SAS,126,Houston Rockets,HOU,122
2023-24,10/27/2023,UTA vs LAC,202310270UTA,Utah Jazz,UTA,120,Los Angeles Clippers,LAC,118
2023-24,10/26/2023,LAL vs PHO,202310260LAL,Los Angeles Lakers,LAL,100,Phoenix Suns,PHO,95
2023-24,10/26/2023,MIL vs PHI,202310260MIL,Milwaukee Bucks,MIL,118,Philadelphia 76ers,PHI,117
2023-24,10/25/2023,BRK vs CLE,202310250BRK,Brooklyn Nets,BRK,113,Cleveland Cavaliers,CLE,114
2023-24,10/25/2023,CHI vs OKC,202310250CHI,Chicago Bulls,CHI,104,Oklahoma City Thunder,OKC,124
2023-24,10/25/2023,CHO vs ATL,202310250CHO,Charlotte Hornets,CHO,116,Atlanta Hawks,ATL,110
2023-24,10/25/2023,IND vs WAS,202310250IND,Indiana Pacers,IND,143,Washington Wizards,WAS,120
2023-24,10/25/2023,LAC vs POR,202310250LAC,Los Angeles Clippers,LAC,123,Portland Trail Blazers,POR,111
2023-24,10/25/2023,MEM vs NOP,202310250MEM,Memphis Grizzlies,MEM,104,New Orleans Pelicans,NOP,111
2023-24,10/25/2023,MIA vs DET,202310250MIA,Miami Heat,MIA,103,Detroit Pistons,DET,102
2023-24,10/25/2023,NYK vs BOS,202310250NYK,New York Knicks,NYK,104,Boston Celtics,BOS,108
2023-24,10/25/2023,ORL vs HOU,202310250ORL,Orlando Magic,ORL,116,Houston Rockets,HOU,86
2023-24,10/25/2023,SAS vs DAL,202310250SAS,San Antonio Spurs,SAS,119,Dallas Mavericks,DAL,126
2023-24,10/25/2023,TOR vs MIN,202310250TOR,Toronto Raptors,TOR,97,Minnesota Timberwolves,MIN,94
2023-24,10/25/2023,UTA vs SAC,202310250UTA,Utah Jazz,UTA,114,Sacramento Kings,SAC,130
2023-24,10/24/2023,DEN vs LAL,202310240DEN,Denver Nuggets,DEN,119,Los Angeles Lakers,LAL,107
2023-24,10/24/2023,GSW vs PHO,202310240GSW,Golden State Warriors,GSW,104,Phoenix Suns,PHO,108
